FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,PhoneNumber,Email,SmokerStatus,Height,Weight,Occupation,AnnualIncome,PolicyNumber,PolicyType,IssueDate,MaturityDate,DeathBenefitAmount,PremiumAmount,PremiumFrequency,CashValue,SurrenderChargePercent,Status,RiskClass,UnderwritingDecision,BeneficiaryFirstName,BeneficiaryLastName,RelationshipToInsured,BeneficiaryType,PercentageShare,BeneficiaryAddress,BeneficiaryCity,BeneficiaryState,BeneficiaryZipCode,BeneficiaryPhone,BeneficiaryEmail,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,ReferenceNumber,DueDate,LateFee,ProcessedBy
Jennifer,Olson,1996-07-30,F,8330 Romero Park Apt. 383,Nicholstown,NE,06920,945-379-2326,judith85@example.net,N,61.1,145.5,Manager,46368.29,LI32748484,Universal,2021-05-22,2092-05-04,220000.0,28.51,Monthly,292.23,16.0,Active,Preferred,Rated,Gary,Daniel,Parent,Primary,100.0,1579 Wilson Green Apt. 823,Devinside,GA,08333,+1-478-386-2235x342,rachelmoore@example.net,2022-09-09,28.51,Cash,Completed,CSH-59512274,2022-09-14,0.0,System
Ronald,Pope,1982-05-27,M,7112 Timothy Inlet,Donmouth,FM,78836,352.840.1322x34232,joneskim@example.com,Y,73.0,212.8,Teacher,79635.64,LI13192772,Indexed Universal,2018-05-23,2075-05-09,770000.0,277.2,Monthly,6643.42,13.0,Active,Standard,Approved,Pope Family,Trust,Trust,Primary,10.0,98308 Weaver Inlet,Chavezshire,ND,67143,624.437.5968x68627,alexandermaxwell@example.org,2018-10-26,277.2,Credit Card,Completed,CC-92537000,2018-10-20,13.86,System
Toni,Friedman,1971-09-24,F,707 Jared Lake Apt. 360,Christinaburgh,RI,66485,924-710-7402x7406,ronniefisher@example.com,N,63.5,178.4,Sales Representative,63070.74,LI26000076,Whole Life,2021-05-22,2067-05-11,420000.0,283.5,Monthly,3261.0,16.0,Active,Standard,Approved,Dennis,Friedman,Spouse,Primary,100.0,707 Jared Lake Apt. 360,Christinaburgh,RI,66485,(487)216-9073x38210,howelldarryl@example.net,2024-09-13,283.5,Credit Card,Completed,CC-18595303,2024-09-03,14.18,System
William,Nguyen,1969-09-06,M,659 Anna Forest Suite 845,Westfurt,AL,95700,5495082404,andrew48@example.net,N,64.0,152.6,Journalist,67218.88,LI00796813,Whole Life,2018-05-23,2062-05-12,410000.0,276.75,Monthly,7452.44,13.0,Active,Standard,Approved,Teresa,Nguyen,Child,Primary,31.0,016 Ramirez Viaduct,East Johnberg,ND,08145,393-788-9531,kimberly39@example.com,2021-10-04,276.75,Credit Card,Completed,CC-92267731,2021-10-04,0.0,System
Christopher,Brooks,1975-07-15,M,543 Martinez Square,West Derekmouth,NH,55318,(553)349-2929,fvincent@example.org,N,66.5,153.0,Receptionist,41188.83,LI63076151,Universal,2018-05-23,2068-05-10,180000.0,109.35,Monthly,2322.33,13.0,Active,Substandard,Approved,Andrew,Brooks,Child,Primary,100.0,523 Nicholas Center,Robertchester,AS,06447,412.741.3739x491,bradleypatricia@example.com,2025-05-16,109.35,Bank Transfer,Completed,ACH-24988501,2025-05-16,0.0,System
Dawn,Ross,1992-11-23,F,3726 John Drive Apt. 450,Stevenfurt,FM,86147,(619)445-8870x71553,gaydustin@example.net,N,64.9,155.5,Driver,51368.87,LI64996575,Universal,2016-05-23,2083-05-07,600000.0,103.68,Monthly,3173.31,11.0,Active,Preferred,Approved,Regina,Bailey,Parent,Primary,20.0,345 Martin Port,East Kevin,PA,43126,(751)858-2230x94760,vortiz@example.com,2021-04-27,103.68,Bank Transfer,Completed,ACH-03158975,2021-04-27,0.0,Auto-Payment
Thomas,Morales,1976-03-06,M,0321 Carrie Alley,Rodriguezchester,IA,67779,+1-652-677-8956x13371,brittany29@example.com,N,66.8,185.3,Project Manager,129412.59,LI74318503,Universal,2018-05-23,2069-05-10,790000.0,170.64,Monthly,4361.89,13.0,Active,Preferred,Approved,Kevin,Smith,Parent,Primary,100.0,796 Moore Mount Suite 097,Edwardbury,MP,77437,+1-713-385-4131x744,johnny23@example.org,2022-08-29,170.64,Cash,Completed,CSH-43177395,2022-08-30,0.0,Customer Service
Kimberly,Stuart,1992-09-24,F,42383 Martin Freeway Apt. 912,Lake Donnafort,AK,51867,(593)428-8098,davidvelasquez@example.org,N,62.5,155.2,Business Analyst,72303.91,LI96093311,Indexed Universal,2019-05-23,2086-05-06,570000.0,164.16,Monthly,3857.38,14.0,Active,Standard,Approved,Joseph,Stuart,Spouse,Primary,100.0,42383 Martin Freeway Apt. 912,Lake Donnafort,AK,51867,489-393-2191x33044,njacobs@example.com,2020-03-15,164.16,Cash,Completed,CSH-55194752,2020-03-18,0.0,Customer Service
Alyssa,Carpenter,1964-03-11,F,2949 Valerie Overpass,Danielshire,OK,84887,(854)466-2897x35189,matthewchavez@example.com,Y,68.6,200.4,Graphic Designer,42580.85,LI36338519,Universal,2020-05-22,2059-05-13,320000.0,518.4,Quarterly,2544.76,15.0,Active,Preferred,Approved,Matthew,Carpenter,Sibling,Primary,100.0,0127 Susan Inlet,New Susanfort,MI,04391,(688)773-3817,christina56@example.org,2022-02-11,518.4,Credit Card,Completed,CC-65219378,2022-02-11,0.0,System
Anne,Ayala,1972-10-26,F,462 Nicholas Squares Apt. 372,South Ashleyborough,HI,26838,3236467912,grayjoshua@example.com,N,66.5,191.7,Journalist,44079.4,LI13169242,Variable,2021-05-22,2068-05-10,170000.0,120.49,Monthly,1435.81,16.0,Active,Substandard,Approved,Catherine,Ayala,Sibling,Primary,100.0,470 Scott Green,Glennstad,NY,93392,001-639-501-8769x270,rebecca28@example.com,2024-05-04,120.49,Cash,Completed,CSH-89588271,2024-05-06,0.0,Customer Service
Brian,Lopez,1977-10-25,M,4110 Mark Streets Suite 989,Johnview,IL,77089,(711)629-1093x3711,mmayo@example.net,N,71.3,152.7,Construction Worker,45308.84,LI49537502,Whole Life,2016-05-23,2068-05-10,190000.0,128.25,Monthly,5378.58,11.0,Active,Substandard,Approved,Lopez Family,Trust,Trust,Primary,100.0,69615 Nelson Keys Apt. 364,Charlestown,AS,04858,+1-420-389-6760x40623,david75@example.org,2024-02-11,128.25,Cash,Completed,CSH-10109322,2024-02-11,0.0,Auto-Payment
Lisa,Johnson,1982-05-08,F,61760 Thompson Forge Suite 838,West Elizabeth,PA,47923,+1-838-728-0405x6129,dunnmelinda@example.org,N,63.4,161.9,Administrative Assistant,54789.38,LI08927218,Whole Life,2016-05-23,2073-05-09,580000.0,208.8,Monthly,8900.81,11.0,Active,Preferred,Approved,Luis,Johnson,Spouse,Primary,100.0,7156 Danielle Stream,Shaffertown,CA,21168,+1-983-394-5416x460,bobby66@example.com,2022-11-18,208.8,Check,Completed,CHK-74777729,2022-11-18,0.0,Auto-Payment
Angela,Henry,1985-05-23,F,76342 Abbott Circle Suite 330,Michaelfort,OH,19653,257-559-8339x914,john66@example.net,N,66.9,142.8,Firefighter,35355.25,LI22321999,Term,2015-05-24,2045-05-16,470000.0,21.15,Monthly,0.0,0.0,Active,Standard,Approved,Brittany,Foley,Parent,Primary,100.0,080 Williams Falls Suite 857,Jessicachester,UT,38263,(354)724-7026,raymond69@example.net,2022-03-18,21.15,Credit Card,Completed,CC-62040001,2022-03-18,0.0,System
Jay,King,1956-05-15,M,14614 Savage Pine,Lake Patricia,HI,07545,965-442-3567,sgomez@example.net,N,65.9,131.4,HR Manager,80905.66,LI05536925,Whole Life,2018-05-23,2049-05-15,760000.0,855.0,Monthly,27322.81,13.0,Active,Standard,Approved,Pamela,King,Sibling,Primary,100.0,029 Baker Viaduct,Wernerberg,MH,65068,(435)714-8749x7151,mike89@example.org,2020-08-10,855.0,Credit Card,Completed,CC-50929654,2020-08-10,0.0,System
William,Cook,2000-09-21,M,302 Luna Hills,North Amy,MA,55870,+1-775-266-1844x38612,stephen29@example.org,N,67.5,166.5,Physical Therapist,41591.24,LI80960257,Universal,2015-05-24,2090-05-05,480000.0,77.76,Monthly,2985.77,10.0,Active,Standard,Approved,Christina,Cook,Spouse,Primary,100.0,302 Luna Hills,North Amy,MA,55870,(209)801-6801x1536,jason45@example.net,2025-01-01,77.76,Cash,Pending,CSH-78955412,2025-01-01,0.0,System
Taylor,Moore,1993-06-11,F,202 Gina Brooks Apt. 401,Jensenbury,WV,23463,944.723.4719x98290,michelle54@example.net,N,68.1,171.0,Construction Worker,27110.73,LI52291418,Term,2019-05-23,2034-05-19,270000.0,9.72,Monthly,0.0,0.0,Active,Standard,Approved,James,Moore,Spouse,Primary,100.0,85367 Jacobs Points Apt. 871,Port Heatherchester,IN,46473,001-643-913-3112x70645,pennyduncan@example.net,2020-06-16,9.72,Credit Card,Completed,CC-73040161,2020-06-16,0.0,Auto-Payment
Andrew,Cook,1954-11-05,M,963 Casey Hill Apt. 574,West Monica,FL,55639,606.548.6067x39834,tammy53@example.com,N,68.6,163.9,Dentist,203386.96,LI81530420,Indexed Universal,2018-05-23,2047-05-16,1690000.0,2281.5,Monthly,46497.93,13.0,Active,Substandard,Approved,Tamara,Cook,Spouse,Primary,100.0,8577 Barnes Bypass,Maryberg,AK,98765,001-611-286-6827x263,deleonamy@example.com,2022-07-01,2281.5,Check,Completed,CHK-59840694,2022-07-01,0.0,Agent
Bob,Cooper,1969-07-23,M,095 Romero Via,Jacobfurt,PA,19191,559-766-4721x30742,bakerpaul@example.com,N,72.8,197.3,Attorney,163579.95,LI83577585,Universal,2018-05-23,2062-05-12,2060000.0,667.44,Monthly,16069.33,13.0,Active,Preferred,Approved,Jill,Cooper,Sibling,Primary,100.0,5663 Lewis Knolls,East Zacharyland,MT,26112,899.563.1733x385,oduncan@example.com,2024-12-17,667.44,Bank Transfer,Completed,ACH-24750205,2024-12-17,0.0,Customer Service
Alicia,Jackson,1973-09-25,F,473 Nguyen Canyon,East Cassie,AK,75821,4069476144,vwright@example.net,N,66.4,176.7,Pharmacist,120894.84,LI28524921,Term,2018-05-23,2038-05-18,1040000.0,1170.0,Annually,0.0,0.0,Active,Substandard,Approved,Rebecca,Jackson,Child,Primary,21.0,473 Nguyen Canyon,East Cassie,AK,75821,227.640.6470x887,ashley60@example.com,2018-05-23,1170.0,Bank Transfer,Completed,ACH-54491233,2018-05-23,0.0,System
John,Sanchez,1993-04-19,M,1156 Taylor Curve Apt. 070,Rogersview,NC,04466,431-960-2274x33037,herreracynthia@example.org,N,71.9,229.8,Lab Technician,35577.08,LI74191392,Whole Life,2018-05-23,2086-05-06,240000.0,86.4,Monthly,2640.99,13.0,Active,Standard,Approved,Patrick,Castillo,Parent,Primary,30.0,04504 King Harbor,Port Monica,KS,25401,237.839.0071x36591,foxmartin@example.com,2022-11-28,86.4,Credit Card,Completed,CC-50011231,2022-11-28,0.0,System
Rhonda,Martinez,1961-02-20,F,37922 Joshua Alley Apt. 469,Griffinbury,CT,11248,(777)726-9608x43768,porterchristina@example.com,N,63.8,147.0,Accountant,49358.05,LI22672001,Universal,2017-05-23,2053-05-14,520000.0,1579.5,Quarterly,14241.89,12.0,Active,Substandard,Approved,Tara,Martinez,Child,Primary,100.0,37922 Joshua Alley Apt. 469,Griffinbury,CT,11248,(855)810-7498x188,millerangela@example.net,2023-04-22,1579.5,Bank Transfer,Completed,ACH-67244104,2023-04-22,0.0,Customer Service
Kevin,Stafford,1947-03-03,M,4627 Brandon Isle Apt. 649,North Carolberg,VT,70062,(567)228-5021x553,ugibson@example.net,N,72.1,195.3,Manager,31227.41,LI50112934,Term,2017-05-23,2037-05-18,280000.0,31.5,Monthly,0.0,0.0,Active,Standard,Approved,Debbie,Johnson,Parent,Primary,100.0,67363 Mark Unions Apt. 531,Lake Josebury,AK,71562,2456310025,swatson@example.com,2019-01-13,31.5,Check,Completed,CHK-79258691,2019-01-13,0.0,Auto-Payment
Lisa,Lewis,1945-07-09,F,1489 Blair Points,Lake Ashley,ME,10124,001-914-479-0534,briannaandrade@example.net,N,72.7,180.1,Graphic Designer,38797.07,LI74864527,Universal,2023-05-22,2043-05-17,440000.0,297.0,Monthly,1415.65,18.0,Active,Standard,Approved,Alex,Lewis,Sibling,Primary,17.0,42699 Stanley Prairie Suite 976,Gilbertshire,GU,01832,3785281604,tlawrence@example.net,2024-03-17,297.0,Check,Completed,CHK-34150235,2024-03-17,0.0,Customer Service
Dustin,Peters,1956-11-26,M,152 Sean Inlet Suite 535,South Lisa,WY,67591,6186915673,vcrawford@example.com,N,69.9,204.2,Designer,50900.95,LI34007806,Variable,2021-05-22,2052-05-14,350000.0,165.38,Monthly,2140.22,16.0,Active,Preferred Plus,Approved,Nichole,Peters,Child,Primary,55.0,152 Sean Inlet Suite 535,South Lisa,WY,67591,809-820-7378,michael71@example.net,2023-05-12,165.38,Cash,Completed,CSH-96557952,2023-05-12,0.0,Agent
Erin,Fuentes,1977-07-23,F,5587 Linda Grove,West Edwinport,MA,52047,211-999-2551x2538,willismegan@example.net,N,72.0,209.9,Receptionist,69488.78,LI54549527,Indexed Universal,2015-05-24,2067-05-11,320000.0,1280.0,Annually,4988.39,10.0,Active,Standard,Approved,Jeremy,Fuentes,Spouse,Primary,100.0,7364 Tammy Circle Apt. 269,Rogerburgh,WA,01129,+1-548-646-1802x882,thomasmathews@example.org,2018-05-23,1280.0,Credit Card,Completed,CC-38181767,2018-05-23,0.0,Agent
Michael,Goodman,2001-06-15,M,149 Johnson Streets Suite 504,East Madison,WI,57716,332-323-9461x2128,christina85@example.org,N,71.2,200.1,Engineer,79164.06,LI97336670,Term,2017-05-23,2047-05-16,330000.0,40.1,Quarterly,0.0,0.0,Active,Substandard,Approved,Nicole,Patterson,Parent,Primary,40.0,259 Jonathan Unions Apt. 193,Jessicaside,OK,67300,684-532-4457,debra59@example.com,2019-08-11,40.1,Check,Completed,CHK-28291255,2019-08-11,0.0,Auto-Payment
Richard,Mack,1989-07-10,M,9388 Chan Walk,South Ann,MA,23731,+1-330-461-5370,gary44@example.com,N,72.3,250.9,Pharmacist,124506.09,LI01585637,Universal,2016-05-23,2080-05-07,700000.0,226.8,Monthly,7737.75,11.0,Active,Substandard,Rated,Amanda,Mack,Sibling,Primary,100.0,79834 Adam View Suite 160,Lake Anthonybury,WI,14890,534.999.6321x553,james75@example.org,2024-12-07,226.8,Check,Completed,CHK-71291354,2024-12-07,0.0,Agent
Maria,Wu,1958-08-12,F,3911 Moody Plain,North Thomas,KY,71420,(507)636-5118,simmonsmichael@example.com,N,64.9,154.2,Marketing Specialist,51333.44,LI57179958,Term,2020-05-22,2040-05-17,670000.0,60.3,Monthly,0.0,0.0,Active,Preferred,Approved,Jessica,Wu,Sibling,Primary,100.0,80280 George Fall,Kellyfurt,NE,11431,001-765-917-5866x626,evansjeffery@example.net,2020-06-21,60.3,Check,Completed,CHK-48132304,2020-06-21,0.0,Customer Service
Stephanie,Sanchez,1977-02-22,F,5330 Valerie Manors,Craigburgh,FL,38920,001-274-709-8537x20335,rossdavid@example.org,N,66.9,182.1,Civil Engineer,59371.11,LI60791204,Variable,2016-05-23,2068-05-10,710000.0,178.92,Monthly,11930.22,11.0,Active,Preferred,Rated,Rebecca,Riley,Parent,Primary,100.0,30695 Steele Mountains Apt. 308,East Donnahaven,NJ,70109,327-924-4069x53517,clineangela@example.org,2019-11-04,178.92,Bank Transfer,Failed,ACH-94991574,2019-11-04,0.0,System
Justin,Myers,1985-09-15,M,20293 Natasha Turnpike Suite 884,Melissaport,VT,35695,+1-412-630-8340,josephgibbs@example.net,N,67.0,230.7,Chef,65863.72,LI94806060,Whole Life,2020-05-22,2080-05-07,680000.0,244.8,Monthly,5140.48,15.0,Active,Preferred,Approved,Candice,Myers,Sibling,Primary,100.0,8836 Smith Prairie Apt. 340,Lake Lisa,ID,62354,236.915.9266x86680,robert30@example.org,2021-11-13,244.8,Credit Card,Completed,CC-31537696,2021-11-13,0.0,Customer Service
Gina,White,1946-01-08,F,4111 Justin Falls Suite 124,Gregoryton,RI,43137,(700)646-1526,hdavid@example.org,N,64.6,189.4,Firefighter,26082.85,LI18100981,Universal,2016-05-23,2037-05-18,260000.0,263.25,Monthly,8237.58,11.0,Active,Substandard,Approved,Kaylee,Patterson,Parent,Primary,100.0,25804 Park Fort,South Tinamouth,NJ,17130,312-971-6810,omccullough@example.com,2019-10-05,263.25,Bank Transfer,Completed,ACH-37324926,2019-10-05,0.0,Auto-Payment
Laura,Hill,2003-07-08,F,5274 Andrea Ville,Escobarstad,DE,91189,7856738385,stephanie46@example.org,N,64.9,156.0,Police Officer,39808.36,LI78438189,Whole Life,2015-05-24,2093-05-04,340000.0,530.4,Semi-annually,3930.23,10.0,Active,Standard,Approved,Taylor,Hill,Sibling,Primary,100.0,318 Emily Brook,Port Christopher,VT,64998,420.983.6162,thomas11@example.org,2023-10-09,530.4,Bank Transfer,Completed,ACH-34810467,2023-10-09,0.0,Customer Service
David,Smith,1950-04-03,M,622 Rowe Forges,Marshfort,PW,35504,+1-221-573-6838x50957,anthony99@example.org,N,73.3,194.7,Lab Technician,56892.87,LI89139725,Whole Life,2020-05-22,2045-05-16,580000.0,652.5,Monthly,12267.53,15.0,Active,Standard,Approved,Amy,Meza,Parent,Primary,100.0,366 Emily Centers Suite 383,Jessicachester,CA,14600,849.653.8767x9897,jamie12@example.com,2025-01-26,652.5,Cash,Completed,CSH-42397945,2025-01-26,0.0,Auto-Payment
Thomas,Morales,1976-03-06,M,0321 Carrie Alley,Rodriguezchester,IA,67779,+1-652-677-8956x13371,brittany29@example.com,N,66.8,185.3,Project Manager,129412.59,LI74318503,Universal,2018-05-23,2069-05-10,790000.0,170.64,Monthly,4361.89,13.0,Active,Preferred,Approved,Kevin,Smith,Parent,Primary,100.0,796 Moore Mount Suite 097,Edwardbury,MP,77437,+1-713-385-4131x744,johnny23@example.org,2024-07-20,170.64,Cash,Completed,CSH-50438649,2024-07-20,0.0,Auto-Payment
Patrick,Morales,1948-03-12,M,2891 Woods Shoal,Wilcoxburgh,AR,49191,+1-463-341-1159x5034,lewisalex@example.com,Y,73.6,211.6,Engineer,85015.11,LI59698291,Variable,2017-05-23,2040-05-17,550000.0,1299.38,Quarterly,23317.85,12.0,Active,Standard,Approved,Chris,Morales,Sibling,Primary,100.0,4179 Jaclyn Trafficway Suite 314,West Erikland,MI,33587,209-667-6242x8574,frymitchell@example.net,2020-05-16,1299.38,Check,Completed,CHK-42807991,2020-05-07,64.97,Auto-Payment
Michael,Graham,1994-04-27,M,877 Petersen Ramp Suite 531,Nicolebury,WV,61411,001-596-750-7527,matthew94@example.net,N,67.1,192.9,Construction Worker,53040.69,LI01810431,Whole Life,2022-05-22,2091-05-05,310000.0,89.28,Monthly,826.67,17.0,Active,Preferred,Approved,Samantha,Graham,Sibling,Primary,84.0,0775 Jeffrey Meadow,North Caitlinberg,MH,18842,368-697-4537,jallen@example.org,2023-11-13,89.28,Cash,Completed,CSH-07876575,2023-11-13,0.0,System
Michael,Robinson,1974-08-24,M,1585 Raymond Field,Port Madisonland,TN,28302,+1-590-505-3293x1839,kim90@example.com,Y,71.4,200.3,Construction Worker,31673.15,LI36975128,Indexed Universal,2016-05-23,2065-05-11,230000.0,186.3,Monthly,8886.37,11.0,Active,Substandard,Approved,Tiffany,Robinson,Spouse,Primary,100.0,852 Angela Cove,Port Sarah,OK,25499,(732)978-6807x0423,christianmendez@example.com,2017-12-13,186.3,Bank Transfer,Completed,ACH-69293149,2017-12-14,0.0,System
Mary,Sanchez,1948-01-30,F,178 Robert Parkway,South Cynthiaview,TN,29571,+1-215-589-0164x92815,hhampton@example.com,N,64.6,161.5,Graphic Designer,45646.08,LI37660242,Whole Life,2016-05-23,2039-05-18,230000.0,155.25,Monthly,6497.6,11.0,Active,Preferred Plus,Approved,Luis,Sanchez,Spouse,Primary,14.0,14471 Ashley Streets Suite 719,Saraview,MA,82123,(696)314-0977x418,samanthaking@example.org,2022-12-18,155.25,Bank Transfer,Completed,ACH-91186127,2022-12-18,0.0,Customer Service
Daniel,Sloan,1978-11-23,M,93899 Philip Expressway,North Kathryntown,NM,10575,(775)632-1633x61317,websterbrandon@example.net,N,68.0,173.6,Office Manager,53990.49,LI24732222,Indexed Universal,2017-05-23,2070-05-10,440000.0,158.4,Monthly,5556.66,12.0,Active,Standard,Approved,Antonio,Sloan,Child,Primary,100.0,9915 Karen Grove Apt. 750,North Nicholasville,MA,26344,+1-264-643-1623x0030,kimberly20@example.net,2021-03-03,158.4,Check,Completed,CHK-80217673,2021-03-03,0.0,Auto-Payment
Adam,Johnson,1958-07-13,M,2322 Jimenez Vista,Lake Nancy,IA,49381,001-530-228-1650x646,cooperlaura@example.org,Y,72.7,197.8,IT Specialist,52318.48,LI71183140,Whole Life,2015-05-24,2048-05-15,410000.0,369.0,Monthly,17962.39,10.0,Active,Preferred,Approved,Linda,Johnson,Sibling,Primary,100.0,7417 Jeffrey Gateway Suite 010,Frychester,NJ,50714,001-205-834-5035x81654,dixonlarry@example.com,2016-05-25,369.0,Check,Completed,CHK-27420873,2016-05-18,18.45,Customer Service
Loretta,Holt,1975-10-21,F,612 Allen Viaduct Apt. 112,Port Gabrielland,FM,91701,001-438-213-0149x480,laneerica@example.com,N,66.3,195.4,Financial Analyst,38156.75,LI20674497,Universal,2021-05-22,2071-05-10,380000.0,369.36,Quarterly,1161.18,16.0,Active,Preferred,Approved,Thomas,Holt,Child,Primary,100.0,248 Andrea Hills Suite 537,West Kendra,AZ,07778,+1-929-996-9528x070,meyerchristopher@example.net,2022-08-15,369.36,Bank Transfer,Completed,ACH-02057873,2022-08-15,0.0,System
Luis,Thompson,1981-07-03,M,3595 Brandon Loaf Apt. 006,Hudsonshire,AL,84927,9699680186,bradley37@example.net,N,75.4,233.0,Designer,37701.83,LI28101495,Term,2018-05-23,2028-05-20,320000.0,21.6,Monthly,0.0,0.0,Paid-up,Substandard,Approved,Anthony,Medina,Parent,Primary,100.0,642 Ann Vista,Markton,NV,82722,001-632-300-8224,benjaminreyes@example.org,2025-05-16,21.6,Cash,Completed,CSH-21768716,2025-05-16,0.0,Customer Service
Jessica,Davis,2003-10-07,F,57846 Brown Pike,Danastad,WA,69614,938.425.6726x20846,michaelbradshaw@example.net,Y,68.8,186.0,HR Manager,95698.21,LI92541920,Whole Life,2020-05-22,2098-05-03,590000.0,238.95,Monthly,3842.47,15.0,Active,Substandard,Approved,Davis Family,Trust,Trust,Primary,100.0,12407 Cummings Orchard Suite 198,Hodgesfurt,LA,46814,938.637.3310,mross@example.org,2024-02-01,238.95,Credit Card,Completed,CC-68663715,2024-02-01,0.0,System
Daniel,Irwin,2000-11-09,M,532 Michelle Valleys Suite 758,Smithhaven,MH,80317,232-769-8344x3695,hineskrystal@example.com,N,70.8,222.0,Journalist,55105.25,LI11826577,Whole Life,2020-05-22,2095-05-04,550000.0,118.8,Monthly,2286.98,15.0,Active,Preferred,Approved,Samantha,Freeman,Parent,Primary,100.0,589 Michael Rapid,Floresmouth,MH,89534,+1-827-537-2041,gary18@example.com,2021-10-14,118.8,Cash,Completed,CSH-80960564,2021-10-14,0.0,Agent
Joseph,Callahan,1945-07-14,M,1239 Maldonado Falls Apt. 905,New Natalieside,CT,20776,001-288-861-8207,mespinoza@example.org,Y,66.9,152.8,Computer Programmer,59336.86,LI28639596,Whole Life,2021-05-22,2041-05-17,420000.0,2126.25,Quarterly,10227.24,16.0,Active,Substandard,Approved,Sara,Callahan,Spouse,Primary,100.0,179 Sullivan Path Suite 876,Martinezland,VT,59546,444.641.5657x4375,lewissara@example.org,2024-08-03,2126.25,Check,Completed,CHK-25301362,2024-08-04,0.0,System
Kelly,Carson,1962-01-10,F,2410 Roman Groves,West Jennifershire,SC,10602,378.550.7925x2419,williamsmichelle@example.org,N,63.7,168.1,Real Estate Agent,41967.61,LI99197139,Whole Life,2020-05-22,2057-05-13,390000.0,658.12,Monthly,13105.75,15.0,Active,Substandard,Approved,Jonathan,Carson,Child,Primary,100.0,2410 Roman Groves,West Jennifershire,SC,10602,491-436-1657x652,krodriguez@example.net,2022-07-11,658.12,Cash,Completed,CSH-35066150,2022-07-11,0.0,System
Pamela,Jenkins,1953-03-26,F,0817 Livingston Causeway,New Holly,PA,09255,001-440-768-8413x33731,jennifer23@example.com,Y,64.6,144.4,Marketing Specialist,70448.9,LI55885315,Whole Life,2018-05-23,2046-05-16,310000.0,523.12,Monthly,15088.48,13.0,Active,Substandard,Approved,John,Jenkins,Child,Primary,100.0,5959 Leslie Burg,Lunafort,MP,86240,001-492-390-4699x8117,timothywhite@example.com,2020-03-09,523.12,Cash,Completed,CSH-47965342,2020-03-13,0.0,System
