FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,CreditScore,MaritalStatus,DriverLicenseNumber,Make,Model,Year,VIN,Color,VehicleType,EstimatedValue,AnnualMileage,PolicyNumber,EffectiveDate,ExpirationDate,PremiumAmount,CoverageType,Deductible,LiabilityLimit,ComprehensiveCoverage,CollisionCoverage,UninsuredMotoristCoverage,ClaimNumber,DateOfIncident,DateReported,IncidentDescription,IncidentLocation,ClaimAmount,SettlementAmount,ClaimStatus,FaultFlag
Max,Hernandez,1980-08-01,M,3992 Darryl Course,Sandersshire,NH,11032,737,D,NH86249692,Nissan,Rogue,2024,9H8LYK0VGL2UPQV9D,Brown,Van,32717,24412,P700221625,2022-05-22,2023-05-22,1275.96,Premium,500,50000,0,1,1,C74121703,2022-07-04,2022-07-14,Side-impact collision,"920 Wilson Unions, Meaganbury, VT",9755.89,,Open,0.0
Adam,Lopez,1995-03-17,M,156 Andrea Villages,East Haleymouth,AK,62402,529,W,AK35617699,Volkswagen,Passat,2011,8X9QYXWL9615PAYJ3,Blue,Sedan,2000,8405,P282815271,2023-05-22,2024-05-21,57.6,Basic,1000,1000000,0,0,0,,,,,,,,,
Margaret,Medina,1949-10-09,F,1832 Myers Roads,West Hollybury,KY,08090,479,W,KY20762780,Jeep,Wrangler,2013,OF9SVCA3DC9E69IX9,White,Truck,8834,18349,P931140421,2024-05-21,2027-05-21,419.79,Standard,1000,250000,0,1,0,C89915949,2025-03-24,2025-04-08,Single-vehicle accident due to weather,"21548 Jennifer Plain, Port Ryan, MT",5913.52,,Under Investigation,0.0
Wanda,Garcia,1995-11-14,F,0745 Scott Crest,East Lisa,SD,77561,703,D,SD05729619,Honda,Accord,2024,WPZDPVOE4T8DL8F5W,Black,Sedan,18561,14353,P503097514,2024-05-21,2025-05-21,723.88,Premium,1000,1000000,1,1,1,,,,,,,,,
Regina,Arnold,1981-01-10,F,46786 Morrow Cliffs,West Dawn,FM,59480,382,D,FM60984174,Audi,A8,2024,XRUTT247O0GXAPLIR,Silver,Sedan,12835,13460,P432472858,2022-05-22,2025-05-21,462.06,Standard,500,50000,0,1,1,,,,,,,,,
Monica,Roman,1994-03-24,F,97871 Catherine Flat,New Christopher,CT,89470,331,M,CT13734649,Nissan,Pathfinder,2025,HOHSV5CVM8TNAWVDZ,Yellow,Luxury,73288,6871,P628182261,2022-05-22,2024-05-21,4801.83,Premium,2000,25000,0,1,0,,,,,,,,,
Tiffany,Hopkins,2005-03-28,F,0373 Joseph Fort Apt. 385,Harrisonmouth,FL,06587,811,M,FL82075043,Nissan,Titan,2020,EJHXPTUEDN3JZ3H8V,Gold,Sports Car,10417,21621,P782231244,2024-05-21,2027-05-21,577.52,Custom,2000,500000,1,1,0,,,,,,,,,
Jason,Mckenzie,1949-09-14,M,01204 Buchanan Forges Suite 271,Lake Stevemouth,NE,81345,498,D,NE34343039,Chevrolet,Traverse,2008,16AHANMVTVOAV41B8,Green,SUV,7722,10292,P797998584,2024-05-21,2027-05-21,477.03,Premium,500,1000000,1,1,0,,,,,,,,,
Madison,Weber,1998-03-12,F,71774 Vargas Knoll Apt. 477,North Miguelport,SC,10558,532,S,SC68456262,Dodge,Ram 1500,2018,KVYGW22YGYZTHQSE0,Gray,Coupe,30452,13094,P915014941,2024-05-21,2025-05-21,1205.9,Custom,250,25000,0,0,0,,,,,,,,,
Amy,Morrow,2001-06-03,F,1397 Charlotte Crescent Apt. 602,North Jared,AL,15977,474,S,AL62453646,Audi,A3,2016,Z2GPILEREKJS7YUCF,Yellow,Sedan,24997,7492,P109943285,2024-05-21,2025-05-21,1484.82,Custom,2000,50000,1,1,0,,,,,,,,,
Thomas,Austin,2004-08-29,M,2272 Peter Estate,Myersborough,CA,33081,523,M,CA87411621,Tesla,Roadster,2019,S2S1SPZ0CIUWKW9VZ,Blue,SUV,10517,23359,P150750821,2024-05-21,2026-05-21,499.77,Basic,250,500000,1,1,0,C37913351,2024-09-23,2024-10-22,Vehicle hit while parked,"9764 Leon Springs, Robertton, WA",2062.55,,Under Investigation,1.0
Eddie,Rosales,2002-05-26,M,557 Hall Flats Apt. 912,East Shannonmouth,AS,53783,849,M,AS55391892,Audi,A8,2022,W09YW3DP11IKX0RB5,Yellow,Luxury,51404,17435,P176350778,2023-05-22,2024-05-21,2590.76,Standard,2000,50000,1,1,0,,,,,,,,,
Kevin,Barton,1957-08-28,M,984 Stephanie Crossroad Apt. 509,Lake Meagan,IA,57274,426,W,IA57020660,Tesla,Model Y,2013,G0RRSXQSAAYE8S2WC,Blue,Van,7006,8181,P574106856,2022-05-22,2024-05-21,332.93,Custom,500,25000,0,1,1,C80097249,2023-08-05,2023-08-23,Vandalism damage while parked,"48709 Hernandez Loaf, Michelleshire, MT",3710.9,3266.99,Closed,1.0
Taylor,Hernandez,2003-10-06,M,06724 Gonzalez Parks,Mooreside,HI,36895,392,D,HI37740592,Chevrolet,Tahoe,2017,MYNUEUVLD7P441JWY,Gray,Wagon,22039,17690,P968884898,2023-05-22,2025-05-21,1309.12,Custom,250,50000,1,1,0,,,,,,,,,
Michael,Li,2000-06-19,M,4584 Alison Grove,Heidihaven,PW,14182,359,D,PW34743091,Dodge,Journey,2013,8FP1K8RZUOC29SQAI,Orange,Convertible,14143,6540,P068825803,2024-05-21,2025-05-21,560.06,Custom,1000,25000,1,1,1,,,,,,,,,
Kyle,Mcdonald,1956-06-28,M,184 Rodriguez Mews,South Aaron,OH,95147,769,M,OH84095724,Mercedes,GLE,2024,2WDIZHW0VQPVTRUML,Orange,SUV,17038,20137,P140206941,2023-05-22,2024-05-21,539.76,Standard,2000,100000,1,0,1,,,,,,,,,
Jonathan,Walker,1942-10-27,M,9981 Ryan Turnpike Suite 225,South Ashleyton,TX,72348,581,W,TX41182697,Buick,Verano,2005,EMU9Q9VCMTGN9T8JU,Black,Sports Car,2000,13039,P208193544,2023-05-22,2026-05-21,120.96,Standard,1000,500000,0,0,0,C32677327,2024-09-06,2024-09-19,Hail damage,"950 Elizabeth Village Apt. 006, Susanborough, ME",787.16,,Open,0.0
Cameron,Holmes,1946-04-02,M,09850 Lori Highway Suite 651,West Charles,DE,75914,332,S,DE20083188,Volkswagen,ID.4,2011,CL4H9DATO9BP12UJ3,White,Sedan,6117,22450,P454119068,2022-05-22,2025-05-21,290.68,Custom,500,500000,1,1,0,,,,,,,,,
Antonio,Weeks,1957-12-24,M,653 Williams Streets Apt. 416,Port Donaldside,PA,37130,787,W,PA62485082,Audi,Q3,2019,0HEDMAMKRQ2V73ZKR,Black,Sedan,8325,8522,P823832535,2023-05-22,2026-05-21,263.74,Custom,250,250000,0,1,0,C30720906,2023-08-06,2023-08-20,Multi-vehicle collision on highway,"882 Kevin Island Suite 927, West Maryberg, KS",2364.92,,Open,1.0
Bianca,Colon,1964-09-18,F,941 Wendy Flat,Lambland,TX,43957,438,W,TX30990904,Kia,Seltos,2022,XVFIUD99XRO37U9SS,Gray,Sedan,36451,23253,P144700016,2024-05-21,2027-05-21,1443.46,Custom,500,50000,1,1,0,,,,,,,,,
Susan,Lopez,1953-02-09,F,41990 Williams Island,West Alanstad,SC,99025,709,D,SC18727527,Mercedes,E-Class,2024,9CFWAWQ4X6G4YWKOO,Gray,Sedan,42140,16317,P770116948,2023-05-22,2025-05-21,1972.15,Premium,2000,100000,0,1,1,,,,,,,,,
Claudia,Gordon,1995-12-21,F,7112 Timothy Inlet,Donmouth,ID,78836,575,M,ID20680943,Acura,MDX,2021,3VCPEA74TBS9IZKM5,Beige,Luxury,20132,6657,P787392501,2024-05-21,2026-05-21,1014.65,Standard,2000,1000000,1,1,0,,,,,,,,,
Justin,Carr,2006-11-16,M,68872 Hansen Orchard Suite 495,Fitzgeraldville,TX,98518,571,S,TX11445923,Mazda,CX-5,2015,1JOQNUVK6JOPZDTJX,White,Sedan,7063,22664,P779450967,2024-05-21,2027-05-21,419.54,Custom,500,50000,1,1,1,,,,,,,,,
Abigail,Wilkinson,1994-12-26,F,1189 Sandy Harbors Apt. 655,Hawkinsburgh,IL,04026,509,D,IL99604280,Mazda,MX-5 Miata,2025,V1SO2YAQK5FL0XAHF,Gold,SUV,48018,21632,P919909637,2024-05-21,2026-05-21,2091.66,Custom,250,1000000,1,1,0,,,,,,,,,
James,Garrett,1952-06-29,M,792 Roberts Springs,South Jacksontown,NJ,10928,573,S,NJ17883425,Chrysler,300,2015,S0HCN1D53I0QAOYRX,White,Hatchback,9484,12632,P801871979,2024-05-21,2027-05-21,409.71,Standard,2000,250000,0,1,0,,,,,,,,,
Christine,Brown,1947-01-19,F,772 Elizabeth Cape,Lake Michaelborough,WY,57474,392,W,WY61385815,BMW,X7,2016,R6X8YIU1YD3W6Q763,Black,SUV,29090,23864,P596596798,2023-05-22,2025-05-21,1382.36,Standard,2000,250000,1,0,1,C31558370,2024-10-15,2024-11-07,Rear-end collision at intersection,"09297 Maurice Stravenue Suite 953, East Gary, SC",16023.85,,Open,0.0
Matthew,Jensen,1967-05-16,M,981 Gordon Valley Apt. 463,Port Shawn,CT,50449,365,M,CT31163438,Mercedes,GLE,2007,M43I465XZEANPGXUJ,Blue,Luxury,5903,18053,P900956062,2023-05-22,2026-05-21,327.26,Custom,250,25000,0,0,1,,,,,,,,,
Dale,Jensen,2004-05-02,M,947 Cody Vista,Walkermouth,GA,80403,692,W,GA79484786,Ford,Mustang,2015,CKXX2XNUWQT2EXWNS,Beige,SUV,12488,17491,P346479713,2024-05-21,2027-05-21,679.97,Custom,2000,25000,0,1,0,,,,,,,,,
Brandon,Lang,1988-08-07,M,5618 Snyder Causeway Suite 477,Port Nathanielville,ME,04339,710,W,ME96699171,Nissan,Frontier,2017,2VATUN1VOY3C6XT4U,Red,Truck,15065,9469,P971356120,2023-05-22,2026-05-21,497.15,Standard,1000,1000000,1,1,0,,,,,,,,,
Jeffery,Edwards,1980-07-30,M,232 Michelle Inlet Apt. 629,West Carlos,MA,70357,484,S,MA81939891,Ford,Explorer,2014,B9Z7FW0C20X450UHE,Beige,SUV,9923,21927,P227786986,2023-05-22,2025-05-21,432.25,Custom,2000,1000000,0,0,0,C33194455,2024-06-03,2024-06-13,Vehicle hit while parked,"1746 Kristin Villages, Cindyfurt, SC",4299.23,,Open,1.0
John,Benjamin,1996-01-14,M,319 Duran Road Suite 911,North Nicholasland,AR,17217,790,W,AR63760133,Tesla,Model X,2010,5JGLWMK6SF9NRMOZL,Silver,Sports Car,18496,6409,P657139181,2023-05-22,2024-05-21,621.47,Standard,2000,100000,1,1,0,,,,,,,,,
Anthony,Lin,1959-05-23,M,64403 Harris Glen,South Thomasville,NY,19083,795,W,NY61431677,Tesla,Model 3,2018,PWNKSW5B90QCBCBE9,Blue,Coupe,25558,5303,P510314340,2024-05-21,2026-05-21,956.89,Premium,1000,25000,1,1,1,,,,,,,,,
Regina,Arnold,1981-01-10,F,46786 Morrow Cliffs,West Dawn,FM,59480,382,D,FM60984174,Acura,RDX,2019,J643YUOAIH3IABC2T,Brown,Sports Car,33927,5535,P293283523,2024-05-21,2026-05-21,1880.91,Custom,2000,100000,1,1,0,,,,,,,,,
Linda,Jennings,1979-12-20,F,7013 Paige Throughway Apt. 227,Petershire,WI,59111,621,M,WI94147727,Chevrolet,Traverse,2019,XQTQV8ELSPJ6SFAS0,Green,Luxury,27269,22039,P065544712,2022-05-22,2023-05-22,1099.49,Basic,1000,1000000,1,0,0,,,,,,,,,
Joseph,Hodges,1954-02-07,M,30523 Jessica Crossroad Suite 473,West Jeanport,VI,61717,753,W,VI23679652,Mercedes,GLA,2009,V5DM5NQPTS0MMBBSU,Red,Luxury,13700,15759,P002528471,2024-05-21,2026-05-21,718.1,Premium,250,250000,1,0,1,,,,,,,,,
Elizabeth,Hanson,1965-12-02,F,56243 Patel Shoal,Port Lorraine,AK,46985,834,S,AK61070590,Lexus,NX,2021,QII1EJ4PUZQ67N3YT,Beige,Sedan,33004,9704,P909838525,2023-05-22,2025-05-21,1029.72,Premium,250,1000000,0,1,1,C16357223,2023-06-11,2023-06-21,Multi-vehicle collision on highway,"8572 Williams Port, West Jordan, WV",2325.04,,Open,0.0
Edward,Hernandez,1956-03-15,M,89731 Gibbs Ridges Apt. 286,Victormouth,AR,23962,756,D,AR14610415,Buick,LaCrosse,2021,1V9NXMKTO6JRU7NSP,Blue,Convertible,7584,23388,P536358477,2023-05-22,2024-05-21,174.74,Basic,250,250000,0,1,0,,,,,,,,,
Jessica,Shannon,1983-06-13,F,902 Edwards Spring,Port Robinport,MN,99136,445,S,MN09853517,BMW,3 Series,2025,L6FZPZN8VZYWI2SKO,Green,Luxury,64482,5567,P594264032,2023-05-22,2024-05-21,3574.88,Custom,250,250000,1,1,0,,,,,,,,,
Rita,Dawson,1944-07-31,F,25267 Briggs Creek,Moyerview,WY,19462,825,S,WY67077017,Toyota,RAV4,2016,13ZP84JRH8IPTC16Z,Black,Truck,24977,23762,P644392810,2023-05-22,2024-05-21,791.27,Standard,2000,25000,0,0,0,,,,,,,,,
Terry,Glover,1962-08-17,M,795 Jensen Manor Suite 217,South Jeffreytown,ID,84225,635,M,ID40451975,Mazda,CX-5,2019,FIMLCBIEDBZNMTR28,Red,Coupe,32587,6714,P403252459,2023-05-22,2024-05-21,1173.13,Standard,500,50000,1,1,0,C00326840,2024-02-11,2024-02-21,Backing accident in parking lot,"3626 Wells Drive Suite 461, Lake Anthony, RI",17435.57,,Under Investigation,0.0
Joseph,Woodward,1944-11-09,M,3280 Guerrero Hills Suite 157,Lake Samuelborough,MP,18843,682,S,MP77826289,Jeep,Wrangler,2025,TIJ7KTSPYA2OTKQXW,Green,Sports Car,72112,7528,P215017129,2024-05-21,2025-05-21,3634.44,Standard,2000,1000000,1,1,1,,,,,,,,,
Sergio,Knox,1964-12-11,M,512 Rice Stream,Port Adam,CO,03480,543,W,CO18781446,Dodge,Journey,2022,ZSA6HA3VMOT4SAYMW,Beige,Wagon,18949,14294,P873694305,2022-05-22,2024-05-21,750.38,Custom,500,100000,1,1,1,,,,,,,,,
Vanessa,George,1986-06-08,F,249 Mathis Ridge Apt. 145,Garretthaven,KS,60516,315,M,KS17200774,Jeep,Liberty,2008,94AJYW0GX8R6HO1P5,Beige,Van,2898,24110,P058862850,2023-05-22,2024-05-21,114.76,Custom,500,25000,1,0,0,,,,,,,,,
Ruben,Bass,1948-06-03,M,777 Michelle Islands,Port Colleenchester,WV,51256,342,W,WV99843424,Mercedes,A-Class,2025,J6ZGYLKCS2YX1ZDNQ,Silver,Luxury,9297,16079,P469861021,2022-05-22,2025-05-21,562.28,Standard,500,50000,0,0,1,,,,,,,,,
Cindy,Collins,1992-05-06,F,0646 Michael Terrace,Katherineton,KS,24957,582,D,KS09263017,Jeep,Gladiator,2015,T8S7I5LGO9TNTYEST,Black,Sedan,2726,13107,P030198702,2024-05-21,2027-05-21,98.14,Standard,2000,1000000,1,1,1,,,,,,,,,
Laura,Lewis,2003-01-16,F,248 Cassandra Falls Suite 406,North Kimberly,NE,86643,802,W,NE20103859,BMW,X1,2014,ARW20NJR4RKGS7551,Blue,SUV,20036,21453,P865518261,2022-05-22,2024-05-21,1031.45,Premium,250,1000000,0,1,0,,,,,,,,,
Rachel,Barrett,2002-03-24,F,767 Barbara Parkways,Davidmouth,MO,77683,799,M,MO98755244,Volkswagen,Atlas,2009,CQM24BIHB24AY2V58,Silver,Truck,5661,20137,P181982569,2024-05-21,2025-05-21,179.34,Basic,1000,500000,0,1,0,,,,,,,,,
Julie,Armstrong,1978-01-21,F,67320 Marsh Harbor Apt. 384,Ashleyton,WI,81182,817,S,WI71075277,Kia,Sportage,2015,TFTZWCD4U4LB2EMNI,Orange,Convertible,19250,6833,P987068696,2024-05-21,2026-05-21,369.6,Basic,250,1000000,1,0,1,,,,,,,,,
Sharon,Bradshaw,2004-09-19,F,2019 Darren Light Suite 122,North Christinaton,NH,59023,815,D,NH15946623,Toyota,Camry,2008,ECP3GKQRYY8NXW068,Green,Sedan,7243,9157,P500945644,2022-05-22,2024-05-21,260.75,Standard,1000,25000,1,1,0,,,,,,,,,
Patrick,Ryan,1990-03-21,M,653 William Course Apt. 122,Carlsonfurt,OR,50520,357,M,OR52429623,Subaru,Impreza,2006,F9W5N9C70PA8JX54P,Red,SUV,2000,23707,P900815340,2024-05-21,2025-05-21,102.96,Premium,250,250000,0,0,0,,,,,,,,,
Clifford,Murphy,2003-08-03,M,648 Mitchell Port Suite 116,North Angela,WA,65770,650,W,WA11015726,Lexus,GX,2013,TAIECEVS40W58CM1Y,Brown,Sedan,16767,20860,P554758273,2023-05-22,2024-05-21,724.33,Basic,2000,25000,1,0,1,C28966102,2023-07-24,2023-08-18,Hit and run accident,"64034 Brittany Trace, New Trevorside, NJ",10066.91,,Open,0.0
Matthew,Santos,1969-01-14,M,47276 Darren Drives,Maynardfort,MP,03073,387,W,MP22310503,Lexus,UX,2017,YDC14ZSEXE0OF37FD,Silver,SUV,20390,18176,P167610797,2023-05-22,2025-05-21,888.19,Custom,2000,100000,1,1,1,C26701241,2024-06-29,2024-07-15,Rear-end collision at intersection,"7605 Baker Bridge Suite 565, Avilamouth, ND",4267.26,,Open,0.0
Melissa,Rose,1942-03-20,F,9982 Stevenson Place,North Tammyfurt,ID,25173,309,S,ID00421374,Jeep,Cherokee,2006,4JDGJ8YSWV20K9JX4,Orange,SUV,2000,12182,P723467206,2023-05-22,2026-05-21,104.54,Custom,250,25000,1,1,1,,,,,,,,,
Amanda,Jones,1951-07-01,F,193 Russell Mission Suite 650,Nunezside,WY,01274,750,D,WY77191506,Dodge,Durango,2020,NDCMB4BLDQLQ1WMFP,Gold,Sports Car,27433,8674,P214254927,2022-05-22,2025-05-21,1520.89,Custom,500,50000,0,0,1,,,,,,,,,
Joanne,Olsen,1952-01-07,F,234 Alexander Road,Port Danaland,ID,38921,338,W,ID10524816,Mercedes,GLA,2014,J4BO6GPN1MXKQMUYB,Blue,Luxury,14837,13175,P325950224,2023-05-22,2025-05-21,987.08,Custom,2000,100000,1,1,1,,,,,,,,,
Susan,Smith,1985-06-26,F,153 Bryant Land Suite 289,Johnsland,DC,16032,826,S,DC22576211,Kia,Telluride,2018,A7B1BB61PDBHF3SUT,Green,Van,4879,14209,P691806698,2024-05-21,2027-05-21,93.68,Basic,250,1000000,1,0,1,,,,,,,,,
Sarah,Christian,1998-07-19,F,5354 William Plaza,Powellbury,GA,10833,604,S,GA56538687,Audi,Q7,2007,82327AQFF2K5C3Z6J,Gold,Luxury,5297,8328,P569506013,2023-05-22,2026-05-21,347.06,Premium,500,250000,1,0,1,C74202276,2023-07-25,2023-08-09,Single-vehicle accident due to weather,"6063 Munoz Falls Apt. 461, Murphymouth, CT",3510.84,,Open,0.0
James,Rush,1947-10-15,M,31942 Katie Street Suite 865,South Rachel,CT,37054,772,W,CT75741200,Kia,Forte,2011,1LSZKZN0LYIMOES1A,Yellow,Van,12117,5108,P497284630,2022-05-22,2024-05-21,453.66,Premium,250,25000,1,0,1,C32570899,2022-05-31,2022-06-01,Theft of vehicle,"058 Jeffrey Green Apt. 031, Lake Maryhaven, NM",2099.61,,Open,1.0
Emily,Jones,1952-02-18,F,07650 Terri Club Apt. 095,Aguilarfort,MA,32942,590,M,MA37448810,Mercedes,GLE,2010,5Q5LF7GDXFAE7WN08,Brown,Sedan,10443,19290,P982892820,2024-05-21,2027-05-21,360.91,Basic,2000,1000000,0,1,1,,,,,,,,,
Chase,Thomas,1969-01-17,M,64281 Monica River,New Diamondburgh,KY,38281,846,S,KY26899284,Tesla,Model 3,2018,5FX580NSNT3EFHZCO,White,Wagon,19150,5658,P050080264,2022-05-22,2024-05-21,459.6,Standard,2000,250000,1,0,1,,,,,,,,,
Raymond,Bryant,1945-12-13,M,415 May Plains Apt. 137,North Andreaport,TN,17055,789,M,TN78803562,Lexus,NX,2017,WGXV38PFITCGM6EH0,Yellow,Luxury,24812,16115,P396987694,2023-05-22,2026-05-21,1300.55,Premium,500,500000,0,1,0,,,,,,,,,
Joshua,Washington,2001-06-28,M,4205 Anthony Valleys Suite 078,Katiebury,OK,21423,316,M,OK23297184,Honda,Civic,2011,09Q16A3KL0N4L6BP6,White,Hatchback,9798,13803,P976871749,2024-05-21,2026-05-21,582.0,Custom,2000,100000,1,0,0,C89872306,2025-04-19,2025-05-12,Flood damage,"31654 Wilson Summit Apt. 727, Barrettfurt, NC",2603.59,,Under Investigation,0.0
Meghan,Perez,1989-11-20,F,319 Crystal Skyway Apt. 302,West Kimshire,GA,72142,465,M,GA73496349,Kia,Telluride,2006,0WMDOXM7Z7AOLDI47,Orange,Van,2000,16648,P666114436,2024-05-21,2027-05-21,79.2,Custom,500,500000,1,0,1,,,,,,,,,
Anthony,James,2003-10-25,M,23570 Jones Gardens,Angelaberg,LA,72213,717,D,LA10994600,Subaru,Ascent,2019,WZ4WCGIELGV3GUYG1,Red,Coupe,5205,8674,P389798739,2023-05-22,2024-05-21,234.23,Standard,500,250000,0,0,0,,,,,,,,,
Martha,Hernandez,1966-02-03,F,78816 Shaw Shore Apt. 928,South Erik,IN,74734,420,S,IN95771172,Jeep,Compass,2017,J174WYAGS1KWQJL8E,Orange,Van,15922,22617,P242704519,2024-05-21,2026-05-21,458.55,Basic,500,100000,0,0,1,,,,,,,,,
Gina,Gutierrez,1990-06-24,F,8086 Neal Plaza Apt. 372,Port Rhondaview,CA,30306,333,M,CA02505735,Dodge,Journey,2020,J2NWBAN52V58NG0DL,Black,Van,7401,21835,P591121463,2022-05-22,2024-05-21,293.08,Custom,250,250000,1,0,0,,,,,,,,,
Laurie,Sheppard,1967-07-22,F,23413 Randy Court,South Amytown,GA,52538,627,M,GA99259172,Audi,Q5,2021,AGP34SLQGBUL1OT96,Red,Sedan,33097,21914,P599621404,2022-05-22,2023-05-22,1191.49,Standard,250,1000000,1,0,1,,,,,,,,,
Thomas,Wilson,1992-02-13,M,94731 Melissa Mission Apt. 715,Jennaside,KS,71564,365,W,KS37502141,Volkswagen,Passat,2009,BFSRKHGBAMMWMD18H,Red,Truck,6429,21547,P515409608,2023-05-22,2025-05-21,280.05,Custom,1000,500000,1,0,0,,,,,,,,,
Tiffany,Nielsen,1955-04-14,F,4286 Keith Union Suite 658,North Samanthastad,MS,57096,309,S,MS22332759,Kia,Telluride,2019,8T6RWARQCFK3EKWH1,Red,Convertible,6374,20005,P697882205,2022-05-22,2024-05-21,302.89,Custom,250,25000,0,1,1,,,,,,,,,
Brian,Martinez,1987-04-20,M,121 Adam Turnpike,East Brendan,DC,10909,646,S,DC72957075,Kia,Sportage,2024,GI9P8TFXSW3HCDI74,Brown,Coupe,21556,24613,P951813742,2022-05-22,2024-05-21,853.62,Custom,500,50000,1,1,0,C59597802,2024-02-15,2024-02-28,Backing accident in parking lot,"7868 Martinez Mountain Suite 008, Larryview, AK",7640.44,,Under Investigation,0.0
Wendy,Thomas,1975-06-26,F,275 Courtney Drive,Jensenmouth,OK,28975,653,M,OK39721639,Hyundai,Palisade,2005,WXJ46T9DNZWSS9V66,Orange,SUV,2000,5734,P079538753,2022-05-22,2023-05-22,85.8,Premium,1000,25000,0,1,1,,,,,,,,,
Patrick,Fox,1992-06-16,M,583 Nicholas Courts,Lake Cynthia,FL,81527,732,W,FL87289103,Audi,Q5,2009,LV7EJM1R1QJQMFD2S,White,SUV,4136,8055,P063237279,2022-05-22,2023-05-22,109.19,Basic,1000,100000,0,0,0,,,,,,,,,
Glenn,Dunn,1997-02-26,M,9582 Guerrero Course,Berrystad,WY,53837,499,S,WY05515085,Toyota,Camry,2011,ESVTYJICVRD7M1V9E,Beige,Wagon,9577,11022,P620318277,2023-05-22,2026-05-21,275.82,Basic,250,100000,0,1,0,,,,,,,,,
Deborah,Williams,1944-03-04,F,38113 Lopez Pine Apt. 928,Reeseshire,MP,47419,628,D,MP88692377,Honda,Accord,2014,UQJJ1GJPMH3UQ1AMK,Green,Sports Car,19730,12385,P278203385,2023-05-22,2025-05-21,1193.27,Standard,2000,100000,0,0,0,,,,,,,,,
Edward,Guerrero,1944-07-14,M,6542 Joshua Circle Suite 650,Stephanieview,SC,23822,770,D,SC57976971,Nissan,Titan,2018,3XI3C7G0ABGB8PMX7,Silver,Sedan,32015,15696,P475918814,2024-05-21,2025-05-21,737.63,Basic,2000,1000000,1,0,1,C60112960,2025-03-09,2025-03-10,Rear-end collision at intersection,"56100 Stuart Port, Lake Andrewshire, NE",23755.26,,Open,1.0
Matthew,Love,1995-11-12,M,1537 Dylan Rue,Port Miguelchester,UT,50141,838,D,UT96346597,Chrysler,Town & Country,2011,2EAH0OK3SKVON3UQ1,Red,Van,9248,14730,P649672372,2023-05-22,2026-05-21,221.95,Standard,1000,100000,1,0,1,C22421592,2025-03-18,2025-03-30,Side-impact collision,"231 Tonya Flat Suite 109, Justinland, NE",1574.42,1362.84,Closed,0.0
Angela,Norton,1991-09-15,F,457 Murphy Alley Apt. 751,Robinsonchester,CO,28268,327,W,CO40314388,Chevrolet,Malibu,2006,QHBQIQICB5NTJK2GZ,Green,Sedan,2000,23518,P818772346,2023-05-22,2024-05-21,57.6,Basic,2000,250000,0,1,0,,,,,,,,,
Christopher,Fleming,1996-02-25,M,51602 Anderson Parkways Suite 707,Hendersonton,CT,40209,713,D,CT51908834,Acura,NSX,2024,BCISJPCJDUCEFUL6H,Orange,Sports Car,38942,7267,P252713428,2023-05-22,2025-05-21,2126.23,Premium,250,500000,0,0,0,,,,,,,,,
Jesus,Braun,1968-06-30,M,424 Diamond Glen,West Elizabethburgh,ID,07288,782,S,ID09103164,Dodge,Challenger,2009,ZRB9OPLLV12BVXEJA,Brown,Coupe,8674,12731,P155731675,2024-05-21,2026-05-21,270.63,Premium,2000,25000,0,0,0,,,,,,,,,
David,Washington,1957-10-22,M,524 Johnny Lane Suite 013,Sarahmouth,OK,72675,305,M,OK66813395,Toyota,Tundra,2019,CY6FD627DTQ9RUJ3N,Green,Hatchback,7039,18375,P314318821,2023-05-22,2025-05-21,334.49,Custom,250,50000,0,0,1,,,,,,,,,
Joann,Evans,1983-10-03,F,94640 Billy View,Allentown,PR,56863,458,S,PR38018759,Toyota,Corolla,2023,DRCTYPWVT6U791682,White,Wagon,42616,21937,P636319286,2022-05-22,2024-05-21,1994.43,Premium,500,25000,0,0,0,C63991460,2023-03-05,2023-03-27,Rear-end collision at intersection,"21626 Cohen Green Suite 330, East Theresa, LA",25000.0,23596.27,Closed,0.0
Brian,Shepard,1949-01-09,M,7387 Alvarez Mill Suite 514,Port Jennifertown,MI,45468,457,M,MI26513551,Tesla,Model X,2022,IDB5Z8XGQHPZHUUG4,Silver,Sedan,22400,10956,P502342425,2024-05-21,2025-05-21,774.14,Basic,2000,50000,1,1,0,,,,,,,,,
Donna,Hanson,2003-05-12,F,633 Susan Port,Davistown,NE,19194,332,W,NE72642385,Kia,Forte,2009,LJ8MM03AL44LOCGN4,Yellow,Convertible,2968,5270,P534155656,2024-05-21,2027-05-21,160.27,Standard,500,250000,0,0,1,,,,,,,,,
Vincent,Martinez,2005-01-27,M,71870 Robert Shoal Apt. 174,Cindyfurt,OR,85676,574,D,OR47928544,Chevrolet,Equinox,2007,GCUIDC00M6CU88WLX,Orange,Luxury,2000,6840,P310600674,2022-05-22,2025-05-21,166.32,Custom,250,25000,0,1,1,,,,,,,,,
Travis,Stone,1958-09-18,M,3842 Mendez Course,New Shelly,PR,20711,764,W,PR86772423,Mazda,Mazda3,2015,42P31OGWRVZ90472U,Yellow,Wagon,15190,15558,P723511757,2023-05-22,2025-05-21,437.47,Standard,2000,100000,1,1,1,,,,,,,,,
